time,sin,cos,normal,damp
-3.0,7.347880794884119e-16,1.0,0.0044318484119380075,2.2408445351690323
-2.969849246231156,0.18831166648971895,0.9821093199149802,0.004849203540970978,2.1678259293729436
-2.9396984924623117,0.3698852854165449,0.9290774325277313,0.005301040555345377,2.020083550994217
-2.909547738693467,0.5382239057242902,0.8428018909013496,0.005789713010271197,1.8050771537416894
-2.879396984924623,0.6873041426091859,0.7263697512646378,0.006317687551042881,1.532430776286519
-2.849246231155779,0.8117917024210203,0.5839471139413069,0.006887544964644527,1.213527098072071
-2.819095477386935,0.9072322509454811,0.4206300546137847,0.007501980785947474,0.8610514643216622
-2.7889447236180906,0.9702107955409862,0.24226227980378331,0.008163805414450673,0.4885032484756688
-2.758793969849246,0.9984738782203788,0.055226031104507876,0.008875943696771157,0.10969285406636779
-2.728643216080402,0.991010207442792,-0.13378628010447974,0.009641433929621815,-0.2617573761772731
-2.698492462311558,0.9480868435005092,-0.3180115362392392,0.010463426237845309,-0.6128907573588449
-2.6683417085427137,0.8712396427384589,-0.4908579070575949,0.011345180282233204,-0.9318560636624763
-2.6381909547738696,0.7632183025251696,-0.6461407143112085,0.01229006225237746,-1.2082950566944488
-2.608040201005025,0.6278879733408567,-0.7783037279455314,0.013301541100702353,-1.4336655478875295
-2.577889447236181,0.47009095843600074,-0.8826179755685482,0.014383183975134715,-1.6014904506769039
-2.5477386934673367,0.29547344963467065,-0.9553509515151947,0.015538650809612652,-1.707526186761849
-2.5175879396984926,0.11028349891127523,-0.9939001709768878,0.01677168803382767,-1.7498468683510764
-2.4874371859296485,-0.07885254540747488,-0.9968862904477933,0.018086121366263735,-1.7288437719761902
-2.457286432160804,-0.2651671383986792,-0.9642024625116116,0.019485847657752246,-1.6471426384413181
-2.4271356783919598,-0.44199369050557996,-0.8970181589874631,0.02097482575641918,-1.509444172893712
-2.3969849246231156,-0.6030051071796143,-0.7977373256375195,0.022557066369067517,-1.3222956834696344
-2.3668341708542715,-0.7424401809292831,-0.6699123657178552,0.02423662089871921,-1.0938040036968035
-2.3366834170854274,-0.8553097351604111,-0.5181170301580786,0.026017569243237643,-0.8333016251720246
-2.306532663316583,-0.9375751437008253,-0.3477827625319817,0.02790400654565833,-0.5509792724309351
-2.2763819095477387,-0.9862928383380029,-0.16500435461879817,0.029900028893063268,-0.2574989492197157
-2.2462311557788945,-0.9997196336934779,0.023678133536623704,0.032009717967528016,0.03639823862303758
-2.2160804020100504,-0.9773751007667072,0.21151338586781912,0.034237124659828734,0.32027541806847404
-2.1859296482412063,-0.920058757338175,0.3917804015584919,0.036586251664193346,0.5843611073692176
-2.1557788944723617,-0.8298214601357253,0.5580289815934409,0.03906103508038362,0.8198760465173198
-2.1256281407035176,-0.709892022391332,0.704310525652673,0.041665325057763034,1.0193151266259464
-2.0954773869346734,-0.5645616825119182,0.8253908811219761,0.044402865524697716,1.1766757518352675
-2.0653266331658293,-0.39903055773234075,0.9169376281927888,0.047277273055596494,1.2876261247722662
-2.035175879396985,-0.21922157684769245,0.9756750997357734,0.0502920149370724,1.349609270818672
-2.0050251256281406,-0.03156854976480951,0.9995015891261738,0.053450386504031284,1.3618810200667544
-1.9748743718592965,0.15721404296725042,0.9875645521655237,0.05675548782589823,1.3254825612547743
-1.9447236180904524,0.34037130340411287,0.9402911122726756,0.060210199832607066,1.2431504844516785
-1.914572864321608,0.511349615642327,0.8593727774269118,0.06381715997931658,1.1191693598955843
-1.8844221105527639,0.6640311431104318,0.7477049157117086,0.06757873755800614,0.9591737887134336
-1.8542713567839197,0.7929527330827782,0.6092831551065172,0.07149700877304596,0.7699084474781017
-1.8241206030150754,0.893501395714874,0.44906041448292033,0.07557373170645039,0.558955885403392
-1.7939698492462313,0.962079363094463,0.27276968143060293,0.07981032130671012,0.3344426869430288
-1.763819095477387,0.9962328222710067,0.08671887816355023,0.08420782454276941,0.1047350647286333
-1.7336683417085428,0.994739716020657,-0.10243484451661246,0.08876689587176878,-0.12186500595080398
-1.7035175879396987,0.9576534697159297,-0.28792330913116604,0.09348777317552363,-0.3374123491449747
-1.6733668341708543,0.8863010796932087,-0.46310948612034775,0.09837025432625505,-0.5345898053042224
-1.6432160804020102,0.7832356315188902,-0.6217249757884955,0.10341367454674384,-0.7069491173371367
-1.6130653266331658,0.6521449471151861,-0.7580943001712459,0.10861688473375447,-0.849113842322915
-1.5829145728643217,0.4977196294756837,-0.8673379793567143,0.11397823091618564,-0.9569382194953419
-1.5527638190954773,0.3254852265102103,-0.9455471259136675,0.11949553502087606,-1.0276176676053115
-1.5226130653266332,0.14160451942495156,-0.9899233102005571,0.1251660771192494,-1.0597484289799206
-1.492462311557789,-0.04734298997155668,-0.9988786919844437,0.13098657932696625,-1.053335755093232
-1.4623115577889447,-0.23459650279236954,-0.9720928355242567,0.1369531915263985,-1.0097518716635216
-1.4321608040201006,-0.4134558336521336,-0.9105241751974624,0.14306147907801572,-0.9316467058350345
-1.4020100502512562,-0.5775211524135885,-0.8163757214143992,0.1493064126816362,-0.8228159449402012
-1.3718592964824121,-0.7209219788147165,-0.6930162339093315,0.1556823605419195,-0.6880323740636718
-1.341708542713568,-0.8385272362373768,-0.5448596829350714,0.16218308298446144,-0.5328475654882445
-1.3115577889447236,-0.9261288486078416,-0.37720731140357505,0.16880172965938756,-0.36337183464155604
-1.2814070351758795,-0.980592311082404,-0.19605794920397843,0.17553083945845063,-0.18604091297642777
-1.2512562814070352,-0.9999688468941563,-0.007893366909712402,0.18236234325934722,-0.007378008381943804
-1.221105527638191,-0.98356513723637,0.1805536507889017,0.18928756959731993,0.16624017019715656
